,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
492,< 0 DM,12,delay in paying off in the past,retraining,5330,... < 100 DM,.. >= 7 years,4,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",35,stores,own,1,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes,male,single,2
493,< 0 DM,37,critical account/ other credits existing (not at this bank),radio/television,1340,... < 100 DM,.. >= 7 years,3,none,4,real estate,33,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,male,divorced/separated/married,1
494,< 0 DM,12,critical account/ other credits existing (not at this bank),car (used),1008,... < 100 DM,unemployed,2,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,divorced/separated/married,1
495,< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),1174,... < 100 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,female,divorced/separated/married,2
496,no checking account,23,critical account/ other credits existing (not at this bank),car (used),2629,... < 100 DM,4 <= ... < 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,48,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
497,< 0 DM,43,critical account/ other credits existing (not at this bank),radio/television,4530,100 <= ... < 500 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,48,none,own,2,skilled employee / official,1,none,yes,male,single,1
498,... >= 200 DM / salary assignments for at least 1 year,33,existing credits paid back duly till now,furniture/equipment,9423,unknown/ no savings account,1 <= ... < 4 years,2,none,4,unknown / no property,26,none,for free,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,1
499,no checking account,24,critical account/ other credits existing (not at this bank),car (new),1099,... < 100 DM,4 <= ... < 7 years,2,none,1,unknown / no property,45,none,own,3,skilled employee / official,1,none,yes,female,single,1
500,< 0 DM,13,existing credits paid back duly till now,radio/television,1241,... < 100 DM,4 <= ... < 7 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated/married,1
501,no checking account,44,no credits taken/ all credits paid back duly,radio/television,4600,... < 100 DM,1 <= ... < 4 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,married/widowed,1
502,no checking account,14,existing credits paid back duly till now,car (new),2324,100 <= ... < 500 DM,.. >= 7 years,1,none,2,real estate,51,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
503,no checking account,14,critical account/ other credits existing (not at this bank),radio/television,930,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,2,real estate,38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
504,0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),radio/television,5742,... < 100 DM,unemployed,2,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
505,no checking account,18,existing credits paid back duly till now,car (used),1240,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,47,bank,own,2,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",no,male,single,1
506,0 <= ... < 200 DM,13,delay in paying off in the past,others,2446,... < 100 DM,1 <= ... < 4 years,2,guarantor,4,real estate,47,none,own,1,skilled employee / official,2,none,yes,male,single,1
507,no checking account,17,existing credits paid back duly till now,education,3005,unknown/ no savings account,.. >= 7 years,3,none,4,real estate,26,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
508,< 0 DM,16,existing credits paid back duly till now,car (new),10682,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,2,unskilled - resident,2,none,yes,male,single,1
509,no checking account,7,all credits at this bank paid back duly,business,6134,unknown/ no savings account,... < 1 year,3,guarantor,4,if not A121 : building society savings agreement/ life insurance,49,none,rent,1,unskilled - resident,2,none,yes,male,single,1
510,no checking account,12,existing credits paid back duly till now,radio/television,1040,... < 100 DM,... < 1 year,1,none,1,real estate,29,none,rent,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
511,0 <= ... < 200 DM,14,existing credits paid back duly till now,others,1051,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,2
512,0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),car (new),5271,unknown/ no savings account,4 <= ... < 7 years,3,co-applicant,1,if not A121 : building society savings agreement/ life insurance,40,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
513,no checking account,23,existing credits paid back duly till now,car (used),2635,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,real estate,48,none,rent,1,skilled employee / official,2,none,yes,male,single,1
514,< 0 DM,24,existing credits paid back duly till now,radio/television,1057,unknown/ no savings account,.. >= 7 years,2,none,3,unknown / no property,27,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
515,no checking account,37,existing credits paid back duly till now,others,1057,unknown/ no savings account,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,34,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
516,< 0 DM,16,existing credits paid back duly till now,car (new),857,... < 100 DM,.. >= 7 years,4,guarantor,3,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
517,no checking account,14,existing credits paid back duly till now,furniture/equipment,4128,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,unknown / no property,35,none,own,1,skilled employee / official,2,none,yes,male,single,1
518,no checking account,25,critical account/ other credits existing (not at this bank),furniture/equipment,913,... < 100 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,48,none,rent,2,skilled employee / official,1,none,yes,male,single,1
519,no checking account,18,critical account/ other credits existing (not at this bank),furniture/equipment,979,.. >= 1000 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,male,single,1
520,< 0 DM,25,existing credits paid back duly till now,car (new),1069,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
521,no checking account,37,critical account/ other credits existing (not at this bank),car (used),1567,... < 100 DM,unemployed,3,none,4,if not A121 : building society savings agreement/ life insurance,35,stores,own,2,skilled employee / official,1,none,no,male,divorced/separated/married,1
522,< 0 DM,24,existing credits paid back duly till now,radio/television,6118,... < 100 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,48,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
523,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,2186,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
524,no checking account,13,existing credits paid back duly till now,radio/television,2578,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,none,yes,male,single,1
525,< 0 DM,16,critical account/ other credits existing (not at this bank),radio/television,946,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,male,single,1
526,< 0 DM,6,existing credits paid back duly till now,furniture/equipment,6795,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,unskilled - resident,2,none,no,male,single,2
527,no checking account,18,no credits taken/ all credits paid back duly,furniture/equipment,1314,100 <= ... < 500 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,2,none,yes,male,single,1
528,0 <= ... < 200 DM,14,delay in paying off in the past,education,7713,unknown/ no savings account,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,30,none,for free,2,skilled employee / official,1,none,yes,male,single,1
529,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),8232,... < 100 DM,unemployed,3,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,2
530,no checking account,12,delay in paying off in the past,radio/television,9582,unknown/ no savings account,1 <= ... < 4 years,3,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",61,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
531,< 0 DM,15,existing credits paid back duly till now,car (new),2239,... < 100 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,26,none,for free,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
532,0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,995,100 <= ... < 500 DM,unemployed,2,none,2,real estate,52,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
533,< 0 DM,18,critical account/ other credits existing (not at this bank),business,4579,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,35,none,own,2,unskilled - resident,1,none,no,male,single,1
534,0 <= ... < 200 DM,19,existing credits paid back duly till now,business,4514,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,male,single,1
535,< 0 DM,10,critical account/ other credits existing (not at this bank),car (used),5423,100 <= ... < 500 DM,.. >= 7 years,3,none,2,unknown / no property,27,none,own,2,unskilled - resident,2,none,yes,male,single,1
536,no checking account,25,existing credits paid back duly till now,furniture/equipment,2181,... < 100 DM,1 <= ... < 4 years,1,none,2,unknown / no property,28,none,rent,3,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
537,no checking account,13,all credits at this bank paid back duly,education,1203,... < 100 DM,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,30,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,1
538,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,2282,unknown/ no savings account,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,47,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
539,< 0 DM,7,existing credits paid back duly till now,radio/television,11771,... < 100 DM,.. >= 7 years,2,none,3,unknown / no property,27,stores,for free,2,skilled employee / official,2,none,yes,male,single,1
540,< 0 DM,16,critical account/ other credits existing (not at this bank),car (new),937,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,unskilled - resident,1,none,yes,male,single,1
541,no checking account,25,existing credits paid back duly till now,business,918,... < 100 DM,unemployed,3,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,male,single,1
542,no checking account,26,existing credits paid back duly till now,others,4574,unknown/ no savings account,.. >= 7 years,3,none,2,real estate,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
543,... >= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),radio/television,1352,... < 100 DM,.. >= 7 years,2,none,4,real estate,34,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,single,1
544,no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,1425,unknown/ no savings account,1 <= ... < 4 years,4,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,none,yes,male,single,1
545,... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,car (used),7556,... < 100 DM,unemployed,3,none,4,unknown / no property,35,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,1
546,... >= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),car (new),1004,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
547,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),2977,.. >= 1000 DM,1 <= ... < 4 years,2,guarantor,4,real estate,34,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated,2
548,0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,883,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
549,< 0 DM,12,all credits at this bank paid back duly,car (new),3102,... < 100 DM,unemployed,2,none,4,unknown / no property,34,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,2
550,no checking account,40,all credits at this bank paid back duly,car (new),934,... < 100 DM,.. >= 7 years,3,none,2,real estate,27,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
551,no checking account,24,all credits at this bank paid back duly,car (new),1758,unknown/ no savings account,unemployed,3,guarantor,4,unknown / no property,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
552,0 <= ... < 200 DM,48,delay in paying off in the past,radio/television,893,unknown/ no savings account,.. >= 7 years,4,none,2,unknown / no property,27,none,own,3,skilled employee / official,1,none,yes,male,single,1
553,no checking account,25,critical account/ other credits existing (not at this bank),business,2087,100 <= ... < 500 DM,1 <= ... < 4 years,4,co-applicant,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
554,< 0 DM,26,existing credits paid back duly till now,business,2073,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,rent,2,unskilled - resident,2,none,yes,male,single,1
555,no checking account,25,existing credits paid back duly till now,radio/television,2038,... < 100 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,single,1
556,< 0 DM,12,critical account/ other credits existing (not at this bank),car (used),3416,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",35,bank,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
557,0 <= ... < 200 DM,17,existing credits paid back duly till now,car (new),2642,... < 100 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
558,0 <= ... < 200 DM,24,existing credits paid back duly till now,business,1189,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,divorced/separated,2
559,0 <= ... < 200 DM,37,existing credits paid back duly till now,radio/television,1080,... < 100 DM,.. >= 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,1,unskilled - resident,1,none,yes,male,divorced/separated/married,1
560,< 0 DM,25,existing credits paid back duly till now,car (new),845,unknown/ no savings account,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,27,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
561,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1048,... < 100 DM,... < 1 year,1,none,3,real estate,55,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
562,0 <= ... < 200 DM,17,no credits taken/ all credits paid back duly,furniture/equipment,1746,... < 100 DM,.. >= 7 years,3,none,2,unknown / no property,47,none,rent,2,skilled employee / official,2,none,yes,male,single,1
563,no checking account,13,existing credits paid back duly till now,car (new),4977,... < 100 DM,1 <= ... < 4 years,4,none,3,unknown / no property,35,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
564,no checking account,13,existing credits paid back duly till now,radio/television,1057,... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,46,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
565,< 0 DM,14,existing credits paid back duly till now,car (new),1058,unknown/ no savings account,.. >= 7 years,4,none,2,unknown / no property,26,stores,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
566,< 0 DM,14,existing credits paid back duly till now,others,6996,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
567,< 0 DM,17,critical account/ other credits existing (not at this bank),business,949,... < 100 DM,.. >= 7 years,3,none,4,real estate,27,none,rent,1,skilled employee / official,1,none,yes,male,single,1
568,< 0 DM,25,all credits at this bank paid back duly,radio/television,914,unknown/ no savings account,4 <= ... < 7 years,2,none,4,real estate,27,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
569,0 <= ... < 200 DM,17,existing credits paid back duly till now,car (used),1584,500 <= ... < 1000 DM,... < 1 year,4,guarantor,2,if not A121 : building society savings agreement/ life insurance,26,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,1
570,< 0 DM,14,existing credits paid back duly till now,car (new),8469,unknown/ no savings account,4 <= ... < 7 years,2,guarantor,4,if not A121 : building society savings agreement/ life insurance,46,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,2
571,no checking account,14,critical account/ other credits existing (not at this bank),car (used),1261,unknown/ no savings account,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
572,no checking account,13,existing credits paid back duly till now,car (used),13404,unknown/ no savings account,1 <= ... < 4 years,2,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",47,none,rent,1,skilled employee / official,1,none,yes,male,single,1
573,0 <= ... < 200 DM,25,existing credits paid back duly till now,education,2230,unknown/ no savings account,4 <= ... < 7 years,4,none,3,unknown / no property,26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
574,< 0 DM,39,no credits taken/ all credits paid back duly,car (new),1060,unknown/ no savings account,1 <= ... < 4 years,2,none,3,real estate,29,none,own,1,unskilled - resident,1,none,yes,male,divorced/separated/married,1
575,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),982,... < 100 DM,... < 1 year,2,none,3,real estate,28,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
576,no checking account,27,critical account/ other credits existing (not at this bank),education,5749,unknown/ no savings account,1 <= ... < 4 years,4,co-applicant,4,unknown / no property,36,none,own,2,skilled employee / official,2,none,yes,male,single,1
577,0 <= ... < 200 DM,13,existing credits paid back duly till now,education,2541,.. >= 1000 DM,unemployed,2,none,4,if not A121 : building society savings agreement/ life insurance,31,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,1
578,< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,1757,500 <= ... < 1000 DM,unemployed,2,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,2
579,< 0 DM,18,existing credits paid back duly till now,radio/television,903,... < 100 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,3,unskilled - resident,1,none,yes,male,married/widowed,1
580,< 0 DM,25,existing credits paid back duly till now,car (new),904,unknown/ no savings account,... < 1 year,1,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,2,skilled employee / official,1,none,yes,male,married/widowed,1
581,< 0 DM,8,existing credits paid back duly till now,furniture/equipment,16661,... < 100 DM,4 <= ... < 7 years,3,none,2,real estate,48,none,own,3,skilled employee / official,1,none,yes,male,married/widowed,1
582,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1003,... < 100 DM,.. >= 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,unskilled - resident,1,none,no,female,divorced/separated/married,1
583,0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),radio/television,1057,unknown/ no savings account,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,35,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
584,0 <= ... < 200 DM,19,no credits taken/ all credits paid back duly,radio/television,6375,... < 100 DM,1 <= ... < 4 years,4,co-applicant,2,if not A121 : building society savings agreement/ life insurance,35,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,1
585,< 0 DM,24,existing credits paid back duly till now,car (new),1324,500 <= ... < 1000 DM,unemployed,3,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,unskilled - resident,1,none,yes,female,married/widowed,1
586,no checking account,10,existing credits paid back duly till now,others,10075,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",47,none,rent,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,2
587,no checking account,37,existing credits paid back duly till now,radio/television,5160,... < 100 DM,.. >= 7 years,3,none,2,real estate,31,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated/married,1
588,no checking account,40,existing credits paid back duly till now,radio/television,6505,unknown/ no savings account,4 <= ... < 7 years,4,none,2,real estate,27,none,rent,1,skilled employee / official,1,none,yes,male,single,1
589,no checking account,35,existing credits paid back duly till now,car (new),5265,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,stores,own,2,skilled employee / official,2,none,yes,male,single,1
590,no checking account,24,existing credits paid back duly till now,car (new),2919,unknown/ no savings account,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,33,none,own,1,unskilled - resident,1,none,yes,female,single,1
591,0 <= ... < 200 DM,37,critical account/ other credits existing (not at this bank),radio/television,1075,100 <= ... < 500 DM,... < 1 year,2,none,3,unknown / no property,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
592,< 0 DM,37,existing credits paid back duly till now,education,1734,unknown/ no savings account,... < 1 year,3,none,4,real estate,71,none,own,3,unskilled - resident,1,"yes, registered under the customers name",yes,female,single,1
593,< 0 DM,38,existing credits paid back duly till now,education,892,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,married/widowed,1
594,0 <= ... < 200 DM,15,delay in paying off in the past,furniture/equipment,6602,unknown/ no savings account,... < 1 year,2,none,2,unknown / no property,51,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
595,no checking account,45,all credits at this bank paid back duly,others,2167,... < 100 DM,unemployed,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,for free,2,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
596,< 0 DM,23,existing credits paid back duly till now,education,7419,500 <= ... < 1000 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated/married,2
597,0 <= ... < 200 DM,25,no credits taken/ all credits paid back duly,retraining,3222,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,unskilled - resident,2,none,yes,male,single,1
598,< 0 DM,37,all credits at this bank paid back duly,radio/television,1364,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
599,< 0 DM,37,existing credits paid back duly till now,car (new),1004,... < 100 DM,4 <= ... < 7 years,3,none,1,real estate,47,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
