checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
< 0 DM,35,critical account/ other credits existing (not at this bank),radio/television,2250,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,33,stores,own,1,unskilled - resident,1,none,yes,male,single,1
< 0 DM,44,existing credits paid back duly till now,furniture/equipment,10817,100 <= ... < 500 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,male,single,2
no checking account,13,delay in paying off in the past,radio/television,1340,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
no checking account,23,critical account/ other credits existing (not at this bank),car (new),1271,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,13,existing credits paid back duly till now,business,1898,unknown/ no savings account,4 <= ... < 7 years,4,none,3,real estate,23,bank,own,1,skilled employee / official,1,none,yes,male,single,2
< 0 DM,15,existing credits paid back duly till now,radio/television,688,100 <= ... < 500 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,23,bank,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),car (new),2238,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,for free,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,29,existing credits paid back duly till now,furniture/equipment,3494,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,41,delay in paying off in the past,car (new),1071,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,26,critical account/ other credits existing (not at this bank),business,7129,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,9,delay in paying off in the past,furniture/equipment,1521,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,33,delay in paying off in the past,radio/television,2556,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,42,delay in paying off in the past,car (new),7933,unknown/ no savings account,... < 1 year,2,none,4,real estate,21,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,22,no credits taken/ all credits paid back duly,furniture/equipment,3641,unknown/ no savings account,4 <= ... < 7 years,2,none,4,real estate,35,stores,own,2,unskilled - resident,1,none,yes,male,single,1
no checking account,22,existing credits paid back duly till now,radio/television,1755,unknown/ no savings account,.. >= 7 years,3,none,3,real estate,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),radio/television,1412,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,35,critical account/ other credits existing (not at this bank),furniture/equipment,5072,... < 100 DM,4 <= ... < 7 years,2,none,4,unknown / no property,44,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,13,critical account/ other credits existing (not at this bank),car (new),2671,... < 100 DM,.. >= 7 years,3,none,3,real estate,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,23,existing credits paid back duly till now,business,6017,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,14,existing credits paid back duly till now,furniture/equipment,3181,... < 100 DM,.. >= 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,43,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,4402,unknown/ no savings account,1 <= ... < 4 years,2,none,2,real estate,22,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,14,existing credits paid back duly till now,radio/television,1879,unknown/ no savings account,4 <= ... < 7 years,3,none,3,real estate,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,34,critical account/ other credits existing (not at this bank),education,10980,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,2
... >= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,radio/television,1177,unknown/ no savings account,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,10,critical account/ other credits existing (not at this bank),retraining,3858,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,14,delay in paying off in the past,business,1769,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",54,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,10,existing credits paid back duly till now,domestic appliances,2221,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,9,critical account/ other credits existing (not at this bank),furniture/equipment,1054,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,14,existing credits paid back duly till now,furniture/equipment,1593,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,male,single,2
< 0 DM,14,existing credits paid back duly till now,car (new),1877,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,15,delay in paying off in the past,car (new),3342,... < 100 DM,... < 1 year,4,none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,male,married/widowed,1
no checking account,9,existing credits paid back duly till now,radio/television,2932,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,17,no credits taken/ all credits paid back duly,radio/television,1433,... < 100 DM,... < 1 year,4,none,4,real estate,23,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,17,delay in paying off in the past,car (new),1690,100 <= ... < 500 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",44,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,23,critical account/ other credits existing (not at this bank),radio/television,1938,100 <= ... < 500 DM,.. >= 7 years,4,none,2,real estate,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (used),3424,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",53,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
0 <= ... < 200 DM,28,critical account/ other credits existing (not at this bank),car (new),1028,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,26,existing credits paid back duly till now,furniture/equipment,1387,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,13,existing credits paid back duly till now,radio/television,780,unknown/ no savings account,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,10,existing credits paid back duly till now,radio/television,1774,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,40,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,married/widowed,2
no checking account,10,existing credits paid back duly till now,furniture/equipment,1280,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,8,critical account/ other credits existing (not at this bank),radio/television,1476,.. >= 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,12,existing credits paid back duly till now,car (new),2409,... < 100 DM,unemployed,4,none,4,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),car (used),1434,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,real estate,44,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,23,existing credits paid back duly till now,car (new),2362,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,41,all credits at this bank paid back duly,business,6059,unknown/ no savings account,4 <= ... < 7 years,4,none,4,unknown / no property,52,bank,for free,2,skilled employee / official,2,none,yes,male,single,2
0 <= ... < 200 DM,47,critical account/ other credits existing (not at this bank),car (used),8801,... < 100 DM,4 <= ... < 7 years,3,none,4,unknown / no property,63,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,7,existing credits paid back duly till now,others,3319,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,26,delay in paying off in the past,business,1411,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,13,existing credits paid back duly till now,car (new),1377,... < 100 DM,.. >= 7 years,4,none,4,real estate,41,none,own,1,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,14,existing credits paid back duly till now,business,2777,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,16,no credits taken/ all credits paid back duly,furniture/equipment,1573,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,15,existing credits paid back duly till now,car (new),1576,... < 100 DM,... < 1 year,4,guarantor,1,real estate,25,none,own,1,unskilled - resident,1,none,no,male,single,2
no checking account,7,existing credits paid back duly till now,radio/television,1356,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,22,none,own,1,skilled employee / official,1,none,yes,female,married/widowed,1
< 0 DM,47,existing credits paid back duly till now,car (used),6172,unknown/ no savings account,.. >= 7 years,2,none,4,unknown / no property,56,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,24,critical account/ other credits existing (not at this bank),car (used),5751,.. >= 1000 DM,.. >= 7 years,2,none,4,real estate,23,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,5,existing credits paid back duly till now,furniture/equipment,7470,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
... >= 200 DM / salary assignments for at least 1 year,45,existing credits paid back duly till now,furniture/equipment,1370,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,24,none,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,14,delay in paying off in the past,furniture/equipment,2031,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,18,critical account/ other credits existing (not at this bank),radio/television,14028,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
0 <= ... < 200 DM,8,existing credits paid back duly till now,car (new),2668,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,23,none,own,1,unskilled - resident,1,none,yes,male,single,2
0 <= ... < 200 DM,21,existing credits paid back duly till now,furniture/equipment,4321,... < 100 DM,unemployed,4,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
0 <= ... < 200 DM,25,existing credits paid back duly till now,business,1786,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",56,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,46,existing credits paid back duly till now,furniture/equipment,9343,100 <= ... < 500 DM,unemployed,2,none,4,unknown / no property,28,none,rent,1,skilled employee / official,1,none,yes,male,single,2
no checking account,19,delay in paying off in the past,furniture/equipment,8462,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,1757,unknown/ no savings account,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,17,existing credits paid back duly till now,radio/television,1947,... < 100 DM,1 <= ... < 4 years,2,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,unskilled - resident,1,none,yes,male,single,1
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,1154,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,28,existing credits paid back duly till now,car (new),7174,.. >= 1000 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,6,existing credits paid back duly till now,radio/television,1517,... < 100 DM,1 <= ... < 4 years,4,guarantor,3,real estate,33,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,2033,.. >= 1000 DM,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,33,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,23,existing credits paid back duly till now,car (new),2017,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,21,delay in paying off in the past,furniture/equipment,1751,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,22,none,own,2,skilled employee / official,1,none,yes,male,married/widowed,2
0 <= ... < 200 DM,47,existing credits paid back duly till now,car (new),3889,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,male,single,2
< 0 DM,14,existing credits paid back duly till now,car (new),1226,... < 100 DM,... < 1 year,4,co-applicant,4,if not A121 : building society savings agreement/ life insurance,34,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,2
no checking account,22,critical account/ other credits existing (not at this bank),radio/television,2386,... < 100 DM,4 <= ... < 7 years,3,none,2,unknown / no property,36,none,own,1,unskilled - resident,2,none,yes,female,divorced/separated/married,1
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,1945,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,34,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,1180,unknown/ no savings account,... < 1 year,2,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,19,existing credits paid back duly till now,others,9265,... < 100 DM,unemployed,3,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,23,existing credits paid back duly till now,radio/television,1913,... < 100 DM,... < 1 year,4,none,3,real estate,22,none,rent,1,skilled employee / official,1,none,yes,male,single,2
no checking account,25,existing credits paid back duly till now,radio/television,1907,unknown/ no savings account,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,11,critical account/ other credits existing (not at this bank),car (new),1436,.. >= 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,8,existing credits paid back duly till now,furniture/equipment,2125,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),business,5364,... < 100 DM,... < 1 year,3,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,35,all credits at this bank paid back duly,furniture/equipment,4523,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,28,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,furniture/equipment,2860,... < 100 DM,... < 1 year,3,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,unskilled - resident,1,none,yes,female,divorced/separated/married,2
no checking account,14,critical account/ other credits existing (not at this bank),radio/television,2351,500 <= ... < 1000 DM,.. >= 7 years,2,none,3,real estate,33,none,own,2,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,48,critical account/ other credits existing (not at this bank),radio/television,3515,... < 100 DM,4 <= ... < 7 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,9,critical account/ other credits existing (not at this bank),education,1355,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,real estate,49,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,36,existing credits paid back duly till now,business,2553,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,44,none,for free,1,skilled employee / official,1,none,yes,male,single,2
no checking account,26,all credits at this bank paid back duly,car (used),4771,... < 100 DM,unemployed,3,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated/married,2
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,1472,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,24,stores,own,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,49,existing credits paid back duly till now,radio/television,5183,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",47,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,2
no checking account,24,existing credits paid back duly till now,radio/television,1059,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,48,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,married/widowed,1
no checking account,42,delay in paying off in the past,business,7989,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,24,existing credits paid back duly till now,car (new),5677,unknown/ no savings account,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,32,no credits taken/ all credits paid back duly,retraining,1951,unknown/ no savings account,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,37,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,education,1244,unknown/ no savings account,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,39,existing credits paid back duly till now,car (new),4965,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,25,critical account/ other credits existing (not at this bank),business,3262,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,14,critical account/ other credits existing (not at this bank),radio/television,3115,unknown/ no savings account,.. >= 7 years,2,none,2,real estate,42,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),7752,... < 100 DM,unemployed,2,none,4,unknown / no property,37,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
no checking account,12,existing credits paid back duly till now,furniture/equipment,1809,unknown/ no savings account,... < 1 year,3,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),car (new),1227,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,2,none,yes,male,single,1
< 0 DM,13,no credits taken/ all credits paid back duly,furniture/equipment,2085,... < 100 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,20,bank,own,2,skilled employee / official,1,none,yes,male,single,2
< 0 DM,21,existing credits paid back duly till now,furniture/equipment,5935,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,30,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,15,existing credits paid back duly till now,radio/television,3945,unknown/ no savings account,1 <= ... < 4 years,2,none,2,real estate,34,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,8,existing credits paid back duly till now,radio/television,4489,... < 100 DM,1 <= ... < 4 years,3,guarantor,4,real estate,21,none,own,1,skilled employee / official,2,none,yes,male,single,1
