,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
503,no checking account,36,existing credits paid back duly till now,radio/television,3718,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,male,single
504,no checking account,46,delay in paying off in the past,education,7696,... < 100 DM,.. >= 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",53,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
505,< 0 DM,23,all credits at this bank paid back duly,furniture/equipment,7232,... < 100 DM,4 <= ... < 7 years,1,none,4,unknown / no property,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
506,no checking account,9,existing credits paid back duly till now,furniture/equipment,1239,... < 100 DM,... < 1 year,3,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
507,0 <= ... < 200 DM,37,no credits taken/ all credits paid back duly,car (used),3800,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",39,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
508,< 0 DM,15,existing credits paid back duly till now,furniture/equipment,6474,... < 100 DM,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,35,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,2,male,single
509,0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),car (new),1545,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
510,no checking account,13,no credits taken/ all credits paid back duly,radio/television,1624,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
511,0 <= ... < 200 DM,36,existing credits paid back duly till now,business,3607,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
512,no checking account,13,critical account/ other credits existing (not at this bank),furniture/equipment,4025,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
513,0 <= ... < 200 DM,34,critical account/ other credits existing (not at this bank),radio/television,3319,... < 100 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
514,0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),1514,... < 100 DM,... < 1 year,2,none,4,real estate,38,bank,own,1,unskilled - resident,1,none,yes,1,male,single
515,no checking account,9,existing credits paid back duly till now,radio/television,1999,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
516,0 <= ... < 200 DM,45,critical account/ other credits existing (not at this bank),education,6509,unknown/ no savings account,.. >= 7 years,3,none,3,unknown / no property,53,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
517,< 0 DM,12,existing credits paid back duly till now,car (new),1540,... < 100 DM,... < 1 year,4,none,4,real estate,22,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
518,0 <= ... < 200 DM,22,delay in paying off in the past,education,1135,... < 100 DM,1 <= ... < 4 years,4,none,2,unknown / no property,31,none,for free,2,skilled employee / official,2,none,yes,2,male,single
519,no checking account,37,critical account/ other credits existing (not at this bank),business,6939,... < 100 DM,.. >= 7 years,2,none,4,real estate,37,none,for free,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
520,< 0 DM,15,delay in paying off in the past,furniture/equipment,3679,... < 100 DM,.. >= 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,33,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
521,no checking account,9,existing credits paid back duly till now,furniture/equipment,1367,... < 100 DM,4 <= ... < 7 years,1,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
522,< 0 DM,23,all credits at this bank paid back duly,radio/television,1226,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,31,bank,own,1,skilled employee / official,1,none,yes,2,male,single
523,no checking account,11,existing credits paid back duly till now,radio/television,1858,... < 100 DM,.. >= 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,none,yes,1,male,single
524,< 0 DM,12,delay in paying off in the past,education,2052,... < 100 DM,... < 1 year,4,none,4,unknown / no property,51,none,own,2,skilled employee / official,1,none,yes,2,male,divorced/separated
525,no checking account,11,critical account/ other credits existing (not at this bank),education,1177,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
526,... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,furniture/equipment,1466,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,25,bank,own,1,skilled employee / official,1,none,yes,1,male,single
527,0 <= ... < 200 DM,37,existing credits paid back duly till now,car (used),2576,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
528,no checking account,14,existing credits paid back duly till now,radio/television,1172,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
529,no checking account,17,existing credits paid back duly till now,radio/television,1892,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
530,no checking account,45,all credits at this bank paid back duly,business,7171,unknown/ no savings account,4 <= ... < 7 years,4,none,3,unknown / no property,29,bank,rent,1,skilled employee / official,1,none,yes,1,male,single
531,... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,7118,unknown/ no savings account,... < 1 year,4,none,1,unknown / no property,26,none,own,1,skilled employee / official,1,none,yes,1,male,single
532,no checking account,14,existing credits paid back duly till now,radio/television,2994,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes,1,male,single
533,no checking account,11,critical account/ other credits existing (not at this bank),radio/television,2076,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,56,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
534,< 0 DM,13,existing credits paid back duly till now,car (new),1878,unknown/ no savings account,unemployed,4,none,4,unknown / no property,37,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
535,no checking account,23,existing credits paid back duly till now,business,2008,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,48,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
536,... >= 200 DM / salary assignments for at least 1 year,11,all credits at this bank paid back duly,business,3345,unknown/ no savings account,4 <= ... < 7 years,2,none,4,real estate,64,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1,male,divorced/separated
537,no checking account,26,delay in paying off in the past,car (used),5590,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
538,< 0 DM,9,existing credits paid back duly till now,car (new),801,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,36,bank,own,1,unskilled - resident,1,none,yes,1,male,single
539,no checking account,28,existing credits paid back duly till now,car (new),1713,... < 100 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
540,no checking account,14,critical account/ other credits existing (not at this bank),radio/television,4155,unknown/ no savings account,.. >= 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,1,male,single
541,no checking account,42,existing credits paid back duly till now,business,2728,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
542,no checking account,23,existing credits paid back duly till now,business,7402,100 <= ... < 500 DM,unemployed,1,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
543,0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,car (new),6634,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
544,no checking account,24,delay in paying off in the past,business,3229,... < 100 DM,.. >= 7 years,1,none,4,real estate,60,bank,for free,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
545,0 <= ... < 200 DM,14,existing credits paid back duly till now,business,3185,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,30,bank,own,1,skilled employee / official,1,none,yes,2,male,single
546,< 0 DM,11,all credits at this bank paid back duly,car (new),1109,... < 100 DM,unemployed,4,none,4,unknown / no property,46,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
547,no checking account,9,existing credits paid back duly till now,car (new),1160,... < 100 DM,4 <= ... < 7 years,1,none,3,unknown / no property,25,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
548,< 0 DM,33,all credits at this bank paid back duly,car (new),5478,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,55,bank,for free,2,skilled employee / official,1,none,yes,1,male,single
549,no checking account,46,existing credits paid back duly till now,business,6843,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",48,none,own,2,skilled employee / official,1,none,yes,2,male,single
550,no checking account,17,existing credits paid back duly till now,radio/television,2199,unknown/ no savings account,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
551,no checking account,14,critical account/ other credits existing (not at this bank),radio/television,2699,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
552,no checking account,14,critical account/ other credits existing (not at this bank),radio/television,1951,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,1,female,married/widowed
553,0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,7563,... < 100 DM,... < 1 year,4,none,1,unknown / no property,26,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
554,0 <= ... < 200 DM,39,no credits taken/ all credits paid back duly,radio/television,2744,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,26,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
555,0 <= ... < 200 DM,46,existing credits paid back duly till now,radio/television,3949,... < 100 DM,1 <= ... < 4 years,1,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
556,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),3901,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,33,none,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
557,no checking account,9,existing credits paid back duly till now,furniture/equipment,2066,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,38,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
558,0 <= ... < 200 DM,15,existing credits paid back duly till now,car (used),3778,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
559,0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),radio/television,3928,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
560,< 0 DM,23,existing credits paid back duly till now,car (new),1674,100 <= ... < 500 DM,unemployed,4,none,3,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
561,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,7103,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
562,... >= 200 DM / salary assignments for at least 1 year,14,existing credits paid back duly till now,car (new),1954,... < 100 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
563,< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,8480,unknown/ no savings account,unemployed,1,none,2,real estate,25,bank,own,1,skilled employee / official,1,none,yes,1,male,single
564,< 0 DM,41,existing credits paid back duly till now,radio/television,3394,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,23,none,own,2,skilled employee / official,1,none,yes,2,male,married/widowed
565,no checking account,15,existing credits paid back duly till now,radio/television,3240,... < 100 DM,... < 1 year,1,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
566,0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),car (new),1562,100 <= ... < 500 DM,unemployed,4,none,2,unknown / no property,32,none,for free,1,unemployed/ unskilled - non-resident,2,none,yes,2,male,single
567,< 0 DM,13,existing credits paid back duly till now,furniture/equipment,1374,unknown/ no savings account,.. >= 7 years,4,none,2,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
568,0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,1385,... < 100 DM,... < 1 year,4,none,1,real estate,21,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
569,< 0 DM,22,existing credits paid back duly till now,car (new),3388,... < 100 DM,... < 1 year,4,none,4,real estate,44,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated
570,... >= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,car (new),2053,unknown/ no savings account,... < 1 year,1,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,male,single
571,< 0 DM,23,critical account/ other credits existing (not at this bank),car (new),1132,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,none,yes,1,male,single
572,0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,2771,... < 100 DM,1 <= ... < 4 years,2,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
573,no checking account,25,existing credits paid back duly till now,radio/television,1567,... < 100 DM,unemployed,3,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
574,no checking account,41,existing credits paid back duly till now,radio/television,2898,.. >= 1000 DM,4 <= ... < 7 years,4,none,4,real estate,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
575,no checking account,24,existing credits paid back duly till now,car (used),3629,unknown/ no savings account,.. >= 7 years,1,none,4,unknown / no property,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
576,< 0 DM,43,critical account/ other credits existing (not at this bank),furniture/equipment,3240,... < 100 DM,.. >= 7 years,4,none,4,real estate,53,stores,own,2,skilled employee / official,1,none,yes,1,male,single
577,no checking account,36,existing credits paid back duly till now,radio/television,3237,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
578,no checking account,39,existing credits paid back duly till now,car (used),3636,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
579,< 0 DM,24,existing credits paid back duly till now,radio/television,3240,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,24,bank,own,1,skilled employee / official,1,none,yes,1,male,single
580,< 0 DM,38,delay in paying off in the past,furniture/equipment,3474,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,23,stores,own,1,skilled employee / official,1,none,yes,2,male,single
581,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),radio/television,1646,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,33,none,own,1,skilled employee / official,2,none,yes,1,male,single
582,no checking account,23,critical account/ other credits existing (not at this bank),car (used),7435,... < 100 DM,1 <= ... < 4 years,3,none,1,if not A121 : building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
583,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),5875,... < 100 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,2,male,single
584,0 <= ... < 200 DM,8,existing credits paid back duly till now,car (new),3999,unknown/ no savings account,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,2,unskilled - resident,2,none,yes,1,male,single
585,no checking account,6,critical account/ other credits existing (not at this bank),business,1425,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
586,no checking account,38,existing credits paid back duly till now,business,1358,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,bank,rent,1,skilled employee / official,1,none,yes,1,male,single
587,no checking account,37,critical account/ other credits existing (not at this bank),radio/television,7393,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,none,yes,1,male,single
588,no checking account,11,critical account/ other credits existing (not at this bank),radio/television,1320,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
589,< 0 DM,30,existing credits paid back duly till now,furniture/equipment,4080,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,31,none,own,1,skilled employee / official,1,none,yes,2,male,single
590,no checking account,40,critical account/ other credits existing (not at this bank),radio/television,7728,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,none,yes,1,male,single
591,no checking account,10,existing credits paid back duly till now,radio/television,3159,... < 100 DM,4 <= ... < 7 years,1,none,4,real estate,27,none,own,1,skilled employee / official,1,none,yes,1,male,single
592,no checking account,22,critical account/ other credits existing (not at this bank),business,2744,.. >= 1000 DM,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",56,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
593,< 0 DM,39,existing credits paid back duly till now,furniture/equipment,3851,... < 100 DM,... < 1 year,1,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
594,< 0 DM,39,existing credits paid back duly till now,car (new),1393,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,39,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,2,male,single
595,< 0 DM,13,critical account/ other credits existing (not at this bank),radio/television,1332,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
596,no checking account,15,critical account/ other credits existing (not at this bank),furniture/equipment,2933,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
597,< 0 DM,23,existing credits paid back duly till now,car (new),1340,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
598,no checking account,14,existing credits paid back duly till now,car (new),1379,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
599,< 0 DM,10,existing credits paid back duly till now,furniture/equipment,923,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,45,stores,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
